customer_id	campaign_outcome
8784332150962520561	Not Interested
k562136511676885187	Neuron electric scooter
6121850488999030241	Neuron electric scooter
q796352150752424913	Not Interested
7983838019893334193	Not Interested
7023139801559324188	Not Interested
m735502081160509083	Neuron electric scooter
h824224169590562635	Not Interested
6692591946870187045	Not Interested
2782786655090671399	Neuron electric scooter
2413637093041538647	GoCar
k858377786673490575	GoCar
l123175970897002031	Not Interested
635027731974703865	Not Interested
8054917219912488911	Neuron electric scooter
l007415607169920179	Not Interested
9196856499893977199	Neuron electric scooter
m025727128650152915	Not Interested
7382556335904140819	Neuron electric scooter
3628395741470550275	Not Interested
2392258888341330093	Not Interested
u2554918863975078	Neuron electric scooter
4746164007303873507	Neuron electric scooter
u705482245857876856	Not Interested
3214806127547332627	Neuron electric scooter
z585009955275044635	Not Interested
u116487898143985704	Not Interested
860214065958232817	Not Interested
1586640680996691291	Not Interested
3088420505132658536	Neuron electric scooter
q313722533249695800	Not Interested
6053375888158305619	Not Interested
7985187760090005865	Not Interested
l736971792328407265	Neuron electric scooter
h714517119426048199	Not Interested
5334157139323376647	Not Interested
4235094774623471918	Not Interested
7692101077344901446	Not Interested
5171644210228512441	Not Interested
r143342619368491062	Not Interested
5455713843258810106	Not Interested
h450471388505376051	Neuron electric scooter
z743343420856414192	Not Interested
r974936173157641757	Not Interested
h49346079537959494	Not Interested
10998654689335197	Not Interested
h828958188880925628	Not Interested
l850069037517454150	Neuron electric scooter
z808588391708161404	Neuron electric scooter
3642012102414538245	Neuron electric scooter
m156165202085463309	Neuron electric scooter
6833460298440545826	Not Interested
z874204226990482279	Neuron electric scooter
3796692593308490704	Neuron electric scooter
u5352811326151568	Neuron electric scooter
r093335096634085052	Neuron electric scooter
7727676975030364838	Neuron electric scooter
h738914289768100907	Neuron electric scooter
r611495399241733855	Neuron electric scooter
l054911959700216834	Not Interested
4539890031530608437	Not Interested
d130145608134285667	Not Interested
r049190461705886316	Not Interested
6788599198133774086	Not Interested
k74641435961956558	Neuron electric scooter
r442775432192494071	Not Interested
2790959375971832512	Neuron electric scooter
333463106996972445	Not Interested
d119444640524595981	Neuron electric scooter
q885288759537380255	Not Interested
4471375135165725797	Not Interested
3276384445340228166	Neuron electric scooter
z671410203380013264	Not Interested
6272701912344044719	Not Interested
6273120320417031259	Not Interested
r501455188451357265	Not Interested
5755167655581250909	Not Interested
q990873001507990658	Not Interested
9049264000352957091	Neuron electric scooter
542651505723553057	Neuron electric scooter
5104031775519358225	Not Interested
m51197449124171718	Not Interested
428857202982202274	Not Interested
8223245767019391114	Not Interested
u974465724889729817	Not Interested
1322419610951076844	Neuron electric scooter
r181846240786349631	Not Interested
r863058893329343959	Not Interested
7150125367804565680	Not Interested
7527478321453155157	Neuron electric scooter
8258337859485322107	Neuron electric scooter
8412962129023083945	Not Interested
8807163393951644372	Not Interested
2398985066651738468	Neuron electric scooter
r083919649527365420	Not Interested
5727881299554271723	GoCar
8522005013274182429	Not Interested
4853708998740241252	Not Interested
342745108442226792	GoCar
3576837546038988854	Neuron electric scooter
7346162474379923766	Not Interested
u965640064714939839	Neuron electric scooter
2318712528326371425	Not Interested
k126787507712215208	Not Interested
8402746788279036468	Not Interested
h20045176654174942	Neuron electric scooter
128500976258394201	Not Interested
u556819623116188153	Neuron electric scooter
d009491131760051847	Not Interested
k146016654471224213	Not Interested
r510257253349215053	Neuron electric scooter
6854201964994546584	Neuron electric scooter
z397886667146084856	Not Interested
3916021848909696604	Neuron electric scooter
r356830960034942659	Not Interested
3673937693274805956	Not Interested
122507941519874349	Neuron electric scooter
7214696065766901670	Not Interested
6168561046018237398	Not Interested
z257223063383099713	Not Interested
z379366762554583915	Neuron electric scooter
k208313155462981780	Neuron electric scooter
5612634980587879036	Neuron electric scooter
6991758223244363288	Not Interested
6706460522442237030	Neuron electric scooter
4078795968731343989	Neuron electric scooter
z754376002565625311	Not Interested
r795993491493777435	Not Interested
u914248733530730104	Not Interested
h937766139809303573	GoCar
u895780887794187699	Not Interested
q89003369501616055	Not Interested
8918019567005132403	Neuron electric scooter
m744647004103348903	Not Interested
9111003239209662035	GoCar
97057645066059943	Neuron electric scooter
m157060524221782047	Not Interested
m986099733340156198	Neuron electric scooter
1180420624080712151	Not Interested
l50578487102777893	Not Interested
4297896967458716271	Neuron electric scooter
5843212360184365143	Neuron electric scooter
427237647407705323	Not Interested
7011106307836943184	Not Interested
5853083790635323717	Not Interested
k663664572622836128	Not Interested
l899394327065649763	Not Interested
3829397208061303201	Neuron electric scooter
r426674211146706086	Not Interested
5250902702547967620	Neuron electric scooter
h00960327525142790	Not Interested
r921175840340535940	Not Interested
2833547915164760743	Neuron electric scooter
z292042657477288632	Not Interested
q513599730892749009	Neuron electric scooter
1054937203763582919	Not Interested
8495497902251310987	Not Interested
m034085870329939041	Not Interested
8329647388860965094	Not Interested
k797865816725643969	Not Interested
l894559852102280711	Not Interested
q295355087171991470	GoCar
178875024657171024	Not Interested
2422950051907795876	Not Interested
5566729280982359976	Not Interested
605256453241792677	Neuron electric scooter
h782056572542394202	Not Interested
4229061733519022545	Not Interested
637545878937338010	Neuron electric scooter
k283234829042511139	Not Interested
k747022109331843571	Not Interested
r044688018698795352	Not Interested
q721859060823379725	Not Interested
6074516273378802718	Not Interested
6538750936020492919	Not Interested
3682048257723721328	Neuron electric scooter
k567991471206450007	Neuron electric scooter
k814610758871586804	Neuron electric scooter
794615995473423784	Not Interested
3414218518017181238	Not Interested
8578272748890163871	Neuron electric scooter
1866817965197890151	Neuron electric scooter
2696518068664852552	Not Interested
7971374817541300	Not Interested
100776946240884445	Not Interested
5309414329443329981	Not Interested
h604289299090387780	Neuron electric scooter
5616168555959550462	Not Interested
u593785614344028496	GoCar
6620066115926516584	Not Interested
z785906979603248686	GoCar
2384205362282087247	Neuron electric scooter
l016220808191372440	Not Interested
7268533727716903138	Not Interested
8467175169019275442	Neuron electric scooter
q662047529898496423	Neuron electric scooter
4584541550459020352	Not Interested
q676485508413304516	Not Interested
q245508363854158200	Not Interested
3051854956697114888	GoCar
2495502025298498034	Not Interested
2952883484255491517	Neuron electric scooter
9206292733560867507	Not Interested
k301552964651484406	Not Interested
k825771602361620577	Not Interested
3378328195054188706	Not Interested
z088604404772952543	Not Interested
2279952286328536114	Not Interested
3407234612311636358	Not Interested
2114201379321397903	Not Interested
1172798896189782821	Neuron electric scooter
1874183371675327494	Not Interested
l651654863208475758	Not Interested
6995002316645625438	Not Interested
4708129657974593390	Not Interested
4859988820916993811	Neuron electric scooter
h246383904776668953	Not Interested
z091127786019665336	Neuron electric scooter
6967592202110745498	Not Interested
4649790710280373917	Not Interested
m69991321834926153	Not Interested
8491933774403630508	Neuron electric scooter
r094519062948214050	Neuron electric scooter
7107367788349062312	Neuron electric scooter
98530531924611015	Not Interested
4669236091794136025	Not Interested
163326616997555993	Neuron electric scooter
3484436408285803578	Not Interested
9128650431512333464	Not Interested
2990966484837308787	Not Interested
r826889930188411040	Not Interested
r038454257952192839	Not Interested
l292457985736961060	Neuron electric scooter
l645043864136017284	Not Interested
5546030923113320385	Not Interested
3704921125346811626	Neuron electric scooter
7525462081890238558	Not Interested
2294047086674057491	Not Interested
8456732131272921970	Not Interested
r723017793551199412	Neuron electric scooter
u164595858094893858	Neuron electric scooter
q73163653171540565	Neuron electric scooter
z718556712000370220	Not Interested
h05553316583265867	Not Interested
h468165675271893338	Not Interested
h852268162004690475	Neuron electric scooter
h367930422583914823	Not Interested
7513711630759531539	Not Interested
5436769621884041454	Not Interested
u522597845477492650	Neuron electric scooter
1528741998823506873	Neuron electric scooter
z81160299390108394	Not Interested
z079120160593555265	Neuron electric scooter
z486962678642954780	Not Interested
2397986380388606000	Neuron electric scooter
z290769494626982950	Neuron electric scooter
r95617533615906008	Not Interested
l789791497198833819	Not Interested
4566329763183703092	Not Interested
4531519890923238271	Not Interested
z442121277207181393	Not Interested
6840189210194525628	Not Interested
z005778338605146518	Not Interested
h711426230157811170	Not Interested
l960109339929094655	Not Interested
2586029507068546115	Not Interested
2856072304888016223	Not Interested
r426211509569497189	Not Interested
3855101016119373863	Not Interested
4011803821043339449	Not Interested
h450474687040260684	Not Interested
r187604903159555358	Not Interested
8860669214255934878	Neuron electric scooter
4482294790393094854	Neuron electric scooter
l747122043435160650	Not Interested
3549588285666704062	Neuron electric scooter
q421811173424718048	Neuron electric scooter
q422933684014217531	Not Interested
4907356368269977960	Not Interested
k806450722645307026	Neuron electric scooter
